,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1-digit level OCCP Occupation,Managers,Professionals,Technicians and Trades Workers,Community and Personal Service Workers,Clerical and Administrative Workers,Sales Workers,Machinery Operators and Drivers,Labourers,Inadequately described,Not stated,Not applicable,Total
214930002,22,44,61,34,26,15,18,17,3,0,0,245
214930003,459,655,347,499,849,865,52,334,38,32,0,4129
214930004,31,113,47,138,29,23,27,45,4,3,0,459
214930005,176,90,512,150,216,117,215,184,11,17,0,1692
214930006,121,27,188,41,97,252,109,109,8,13,0,959
214930007,42,38,29,88,27,42,3,42,5,5,0,321
214940001,61,324,77,137,99,11,22,31,12,4,0,778
214940002,20,16,28,13,22,6,3,18,5,0,0,138
214940003,23,104,28,57,72,17,3,11,4,0,0,319
214940004,12,22,13,17,9,3,0,3,0,0,0,86
214940005,18,51,35,67,32,6,28,21,5,3,0,280
214940006,175,1341,227,194,389,156,113,225,15,21,0,2848
214940007,36,188,47,125,78,23,5,37,6,8,0,552
214940008,61,143,81,78,107,10,40,45,8,0,0,574
210993658,7,0,0,8,0,0,0,3,0,0,0,24
211003654,363,418,126,157,83,14,31,56,17,13,0,1286
211003661,42,15,31,25,15,20,32,25,6,0,0,209
211003664,73,81,280,22,40,5,63,125,16,8,0,708
211003665,55,22,33,10,7,5,4,19,3,0,0,154
211010001,112,14,24,10,7,8,16,28,5,0,0,235
211010002,45,39,83,49,23,42,17,27,0,3,0,316
211013657,413,86,174,75,89,33,174,311,18,18,0,1394
211013659,148,256,257,255,160,168,121,169,13,20,0,1571
211013660,53,81,68,88,61,65,82,124,11,4,0,640
211023662,337,90,86,233,66,6,43,140,13,14,0,1025
211023663,48,29,59,65,59,63,53,30,3,10,0,422
211023666,64,16,11,9,7,0,9,19,0,0,0,138
211030001,72,72,58,87,48,21,6,38,6,5,0,401
211030002,60,464,61,205,145,35,20,98,7,8,0,1098
211033667,74,71,202,179,66,26,63,95,8,4,0,793
211033668,24,122,58,64,51,54,16,38,0,3,0,430
211033669,153,133,107,120,102,496,20,132,9,8,0,1278
211033670,184,451,140,299,274,136,27,103,14,22,0,1655
211033673,59,58,59,44,29,70,20,61,0,8,0,404
211033674,47,141,66,115,46,12,18,33,4,0,0,486
211033675,32,69,40,29,45,18,13,23,5,0,0,266
211033676,84,112,338,111,98,15,84,121,18,12,0,984
211043652,357,43,75,37,42,31,59,153,13,15,0,819
211043653,92,154,139,205,95,115,49,116,3,11,0,978
211061636,187,390,166,177,83,64,17,78,14,8,0,1176
211061637,197,421,230,155,133,150,39,129,15,13,0,1480
211061638,45,52,41,17,26,13,23,15,0,0,0,235
211061658,62,107,36,7,35,44,21,35,0,0,0,350
211071639,30,73,26,31,23,15,0,11,3,3,0,221
211071640,34,116,48,33,40,42,10,34,6,3,0,374
211071642,37,119,20,91,22,5,10,19,5,5,0,329
211071643,24,73,22,25,15,9,10,11,3,0,0,197
211071645,35,77,26,63,30,11,8,25,0,0,0,275
211071646,14,26,21,27,9,11,4,0,0,4,0,119
211071651,39,105,51,74,23,22,4,10,8,4,0,345
211091660,51,124,61,59,36,14,9,23,3,0,0,390
211091662,25,51,16,87,22,8,3,22,5,0,0,230
211091663,49,141,55,46,47,17,25,15,0,4,0,410
211091668,28,90,17,69,26,64,0,26,3,0,0,330
214950001,131,250,171,107,316,69,250,108,23,15,0,1433
214950002,19,77,15,16,7,0,3,5,0,0,0,145
214950003,60,129,47,67,25,36,8,22,6,4,0,409
214950004,229,417,257,313,139,198,49,107,17,10,0,1724
214950005,88,300,77,146,80,69,21,55,11,6,0,850
214960001,34,109,54,58,16,17,4,23,5,4,0,327
214960002,40,274,24,45,23,6,0,10,0,0,0,429
214960003,133,126,153,35,85,51,94,118,13,8,0,809
214960004,267,355,193,347,189,66,83,138,23,8,0,1666
214960005,68,127,63,88,31,54,6,35,3,0,0,478
214960006,345,458,329,391,199,463,109,234,17,16,0,2549
214960007,60,146,52,57,33,28,11,20,3,3,0,415
214960008,215,309,167,309,105,236,32,125,12,5,0,1513
214970001,51,201,69,38,61,33,4,15,10,6,0,478
214970002,76,198,113,196,113,44,13,42,3,9,0,806
214970003,69,85,43,34,45,35,56,25,3,0,0,398
214970004,227,462,182,383,264,414,52,139,21,20,0,2162
214970005,46,135,63,41,25,30,31,30,3,0,0,409
214970006,71,226,18,78,94,16,6,9,8,0,0,525
214970007,176,362,181,239,215,85,28,98,19,14,0,1405
214980001,75,544,98,139,193,14,21,54,3,6,0,1153
214980002,51,111,59,80,37,27,23,24,7,3,0,429
214980003,58,231,95,147,68,57,23,55,10,4,0,751
211101759,23,77,42,78,23,22,0,14,3,0,0,277
211101760,147,279,174,212,144,162,15,78,11,12,0,1232
211101762,407,289,593,106,322,216,272,188,21,19,0,2441
211101763,15,36,6,47,15,9,5,4,0,0,0,128
211101764,23,28,21,32,11,9,0,8,0,4,0,133
211101765,60,77,28,14,39,7,11,15,3,0,0,246
211101766,65,68,10,10,18,39,0,7,4,4,0,231
211120001,10,36,12,15,12,0,3,3,0,0,0,99
211120002,9,42,14,27,10,4,0,10,0,0,0,121
211120003,97,175,99,34,60,23,30,49,6,3,0,573
211120004,36,363,39,83,60,14,70,26,7,3,0,708
211121778,74,123,47,76,37,38,48,43,3,5,0,488
211121780,76,131,97,135,61,12,25,65,5,6,0,620
211121781,45,63,54,60,34,31,7,33,6,3,0,339
211121782,95,171,90,158,63,36,8,41,3,6,0,678
211121783,95,282,112,109,88,41,21,58,10,3,0,821
211121784,60,129,64,64,33,61,5,22,3,5,0,448
211121785,115,82,142,111,76,29,46,62,0,3,0,671
214990001,61,110,71,32,52,10,8,9,5,4,0,369
214990002,68,150,66,87,60,19,0,21,5,0,0,486
214990003,55,46,48,126,36,141,5,33,4,3,0,505
214990004,14,19,13,81,6,6,6,3,0,0,0,148
214990005,75,249,49,79,53,47,3,25,5,0,0,574
214990006,10,60,22,14,20,4,0,0,0,0,0,140
214990007,7,6,4,0,5,0,0,0,0,0,0,21
214990008,40,95,55,55,36,44,0,23,0,0,0,341
214990009,129,307,127,177,101,42,13,45,22,10,0,961
214990010,22,64,25,76,13,5,8,12,3,6,0,235
215000001,53,121,40,81,43,73,7,19,4,0,0,432
215000002,80,348,106,92,62,12,28,38,6,4,0,774
215000003,199,382,184,199,124,131,49,70,17,6,0,1354
215000004,80,154,90,92,53,69,4,33,7,0,0,585
215000005,24,37,14,11,16,7,10,39,5,0,0,165
211130001,65,133,95,110,74,48,10,32,7,6,0,575
211131490,100,187,58,131,74,21,10,28,9,3,0,627
211131491,95,177,70,79,75,127,23,39,6,0,0,690
211131493,74,128,42,109,42,71,40,32,6,3,0,537
211131494,44,93,26,52,50,38,0,14,0,4,0,321
211151484,53,42,31,13,35,17,36,141,4,11,0,390
211151486,67,100,57,95,57,43,4,54,3,3,0,482
211151487,43,103,61,86,29,51,4,45,6,6,0,432
211151488,44,134,35,144,35,88,16,83,3,7,0,587
211151489,70,254,43,87,65,25,18,30,5,3,0,603
211151495,52,94,31,14,67,12,159,13,4,3,0,454
211160001,519,816,337,437,864,683,28,246,36,38,0,4013
211160002,58,133,44,124,43,4,0,35,0,4,0,455
211160003,21,124,23,61,47,3,4,10,7,5,0,298
211161497,66,174,54,108,80,14,4,50,8,0,0,562
211161498,40,164,29,101,63,29,5,12,7,4,0,442
211161499,93,263,69,229,169,47,11,52,17,4,0,954
211161501,108,172,71,95,120,25,0,32,13,5,0,643
211161502,72,142,67,58,88,31,0,25,7,4,0,494
211161503,41,98,37,52,37,10,4,19,10,0,0,305
215010001,106,303,167,156,121,85,22,100,9,5,0,1085
215010002,112,298,89,213,160,76,10,54,9,7,0,1019
215010003,83,191,95,159,95,86,3,38,6,7,0,778
215010004,115,198,85,148,111,129,8,117,14,8,0,933
215020001,51,320,37,52,88,14,3,18,8,0,0,595
215020002,114,324,117,142,138,124,15,55,4,10,0,1050
215020003,22,44,38,16,20,8,4,20,6,0,0,169
215020004,54,99,81,70,69,132,16,36,8,4,0,562
215020005,163,447,151,305,196,76,18,66,17,3,0,1446
215020006,31,37,36,30,20,15,3,15,0,4,0,194
211170001,103,93,92,112,30,90,6,27,4,6,0,570
211170002,367,965,85,175,251,34,5,52,21,12,0,1962
211170003,302,725,71,117,262,53,5,47,13,11,0,1603
211170004,95,314,45,45,77,31,20,33,3,4,0,682
211170005,82,200,54,95,61,25,4,24,7,5,0,545
211170006,203,348,78,71,180,29,11,39,23,8,0,990
211170007,399,1635,201,87,356,33,12,88,25,18,0,2846
211170008,234,948,124,214,237,22,33,38,21,11,0,1890
211171112,349,759,87,117,234,84,19,27,26,6,0,1710
211171114,137,359,67,89,188,11,12,117,15,0,0,992
211171116,84,248,32,39,75,22,0,18,7,0,0,522
211171118,143,274,93,277,95,86,27,87,8,6,0,1093
211171119,246,458,190,339,170,214,9,110,25,13,0,1779
211171130,29,120,25,41,48,27,5,6,3,0,0,305
211180001,764,1899,184,105,594,259,12,66,42,25,0,3951
211180002,394,436,228,218,339,354,103,168,41,20,0,2301
211180003,6,16,52,0,11,0,7,22,3,3,0,120
211180004,1385,2798,242,3225,1456,595,279,247,177,71,0,10473
211180005,277,436,163,202,239,153,11,97,13,9,0,1605
211180006,1781,3980,104,52,2942,56,14,62,79,74,0,9149
211180007,31,93,8,4,38,0,0,0,0,0,0,180
211180008,819,2277,96,68,2163,80,12,77,84,51,0,5715
211180009,508,977,230,60,653,21,34,50,47,8,0,2589
211180010,2549,6611,371,326,3554,357,29,173,186,88,0,14235
211180011,1703,3387,446,82,1211,269,223,148,110,48,0,7635
211181077,118,125,56,37,70,31,9,26,11,6,0,486
211181080,5404,13536,874,412,5307,538,61,338,406,149,0,27025
211190001,416,615,74,223,244,89,7,59,24,8,0,1761
211190002,544,503,235,668,214,144,37,180,55,12,0,2584
211191099,292,1035,86,88,460,9,13,45,26,12,0,2066
211191100,1293,2295,155,438,1132,28,33,79,98,35,0,5583
211191101,1105,1918,223,238,837,28,40,121,100,19,0,4630
211191103,452,1740,247,399,665,77,51,175,41,31,0,3881
211201133,201,278,114,194,150,104,12,199,15,10,0,1275
211210001,78,127,40,52,52,71,3,30,4,4,0,463
211210002,203,310,311,77,176,29,44,108,17,3,0,1276
211211120,58,117,27,129,51,40,11,31,3,8,0,476
211211121,164,175,221,14,142,21,117,123,20,0,0,1002
211211122,132,102,159,28,69,24,58,121,11,5,0,706
211211132,76,111,44,24,45,29,32,96,5,8,0,469
211211480,54,148,51,82,27,47,8,29,0,0,0,453
211240001,678,1508,231,592,301,22,108,285,51,26,0,3790
211240002,0,0,4,3,0,0,0,8,0,0,0,19
211241135,92,99,141,76,40,30,14,23,16,5,0,535
211241136,349,3976,315,373,600,47,47,148,42,34,0,5925
211241137,28,136,34,38,19,6,4,8,0,0,0,281
211241138,740,9197,621,824,1299,61,118,369,84,83,0,13392
211241139,239,643,68,60,194,24,8,51,12,6,0,1307
211241140,820,4433,360,272,871,30,15,250,49,40,0,7136
211251087,1511,2925,297,288,1135,432,23,92,69,49,0,6817
211251090,437,5310,307,459,767,28,83,186,50,63,0,7684
211251091,573,1345,164,331,417,117,14,328,30,17,0,3331
211251092,219,604,248,257,126,62,19,120,19,4,0,1677
211251093,23,91,4,30,15,3,0,4,4,0,0,181
211271104,137,55,105,25,204,13,761,351,22,22,0,1697
211271105,321,247,282,63,302,104,635,203,32,22,0,2213
211271106,45,36,134,8,61,5,44,50,16,0,0,397
215030001,1640,3968,234,139,1125,210,39,103,139,46,0,7639
215030002,1663,3469,249,229,1106,205,11,139,99,58,0,7225
215030003,704,1295,241,254,518,150,13,69,41,24,0,3306
215030004,962,2605,213,139,789,373,8,130,62,38,0,5315
215030005,1686,3313,266,149,842,282,95,99,54,47,0,6827
215030006,356,779,167,105,202,53,40,80,17,10,0,1812
215030007,520,888,192,200,558,330,20,74,31,25,0,2830
215030008,327,629,121,221,204,157,10,101,23,9,0,1814
215030009,412,649,246,374,340,312,22,84,28,24,0,2498
215030010,212,260,72,92,96,330,9,22,12,12,0,1115
215030011,484,919,153,170,466,113,3,68,30,10,0,2406
215030012,695,858,102,110,933,79,8,55,37,17,0,2895
215030013,1663,3981,344,348,1494,289,16,135,118,57,0,8455
215030014,2473,3716,251,349,2137,337,131,137,180,63,0,9775
215030015,485,1223,138,206,403,73,5,62,29,28,0,2649
215030016,279,518,125,141,177,59,4,43,17,11,0,1372
215030017,199,232,189,214,78,69,12,103,10,3,0,1108
215030018,651,1080,123,75,428,96,14,61,36,16,0,2571
215030019,125,221,110,138,64,38,0,90,12,9,0,806
215030020,206,286,135,224,127,93,10,71,14,7,0,1165
215030021,271,563,128,288,188,301,7,82,8,15,0,1863
215030022,105,70,126,233,40,72,5,63,5,7,0,733
215030023,259,162,90,190,200,1076,32,118,20,15,0,2169
215030024,258,72,124,231,81,638,9,144,7,12,0,1568
215030025,349,604,83,38,310,211,13,34,41,15,0,1703
215030026,1096,2394,195,122,736,91,15,126,70,42,0,4888
215030027,4013,7777,563,265,3628,228,26,128,358,113,0,17095
215030028,41,72,134,16,24,12,10,63,11,5,0,376
215030029,121,201,24,25,61,30,20,27,8,5,0,526
215040001,151,264,79,85,124,49,24,49,4,6,0,844
215040002,236,504,100,252,243,95,10,69,23,8,0,1544
215040003,1105,1818,266,328,1410,1069,24,247,67,35,0,6382
215040004,751,1500,176,196,375,399,23,140,35,31,0,3622
215040005,90,179,79,33,56,6,4,11,4,0,0,477
215040006,210,74,137,85,44,284,19,126,6,12,0,987
215040007,1068,2421,358,240,1737,308,29,271,95,48,0,6571
215040008,369,654,158,159,314,79,21,101,33,7,0,1886
215040009,630,2651,260,216,619,167,28,170,49,28,0,4822
215050001,438,1000,130,152,294,151,14,85,29,16,0,2306
215050002,2031,4295,299,234,2627,343,28,138,131,53,0,10187
215050003,622,1467,185,50,366,54,9,36,43,18,0,2838
215050004,786,2755,191,153,936,103,35,77,48,33,0,5117
215050005,903,2399,188,115,738,90,52,65,69,32,0,4652
215050006,1853,5993,262,303,1568,250,12,162,165,63,0,10637
215050007,1202,2558,307,196,1239,61,130,166,92,46,0,5995
215050008,177,244,85,124,104,31,11,82,11,6,0,881
215050009,450,895,86,189,254,163,27,70,28,13,0,2163
215050010,482,883,83,88,357,30,12,28,19,14,0,1984
215050011,1106,2301,184,133,1209,161,124,90,86,28,0,5422
215050012,1255,3398,198,88,1564,259,12,78,78,53,0,6982
215050013,708,1859,151,138,556,133,12,41,55,19,0,3678
215050014,1013,2596,216,169,857,118,35,87,37,33,0,5169
215050015,676,1704,279,67,806,196,9,106,67,31,0,3943
215050016,1281,3189,294,166,1068,299,27,124,86,49,0,6567
215050017,231,755,110,130,259,109,13,67,15,12,0,1697
215050018,321,686,112,170,260,161,9,69,20,8,0,1816
215050019,92,376,39,38,225,10,0,12,4,6,0,810
215050020,820,2293,107,76,1282,92,8,72,43,21,0,4810
215050021,211,1424,80,90,545,9,0,49,17,14,0,2445
215050022,1283,3735,227,107,1970,311,18,151,93,57,0,7941
215050023,478,988,165,48,398,41,58,54,24,17,0,2274
215050024,73,104,143,96,27,35,23,59,6,5,0,566
215050025,86,270,30,23,111,9,4,43,6,5,0,583
215050026,55,57,167,16,24,41,14,71,8,9,0,458
215050027,662,1924,159,144,1561,134,9,320,112,22,0,5057
215050028,132,461,76,104,373,47,3,52,9,8,0,1258
215050029,104,770,21,147,395,3,4,35,11,11,0,1511
215050030,48,155,50,409,69,3,13,23,9,10,0,785
215050031,98,186,61,20,90,30,12,10,4,4,0,506
215050032,68,48,67,51,75,73,592,136,19,13,0,1140
215060001,168,321,260,40,210,42,135,145,20,11,0,1347
215060002,342,330,293,139,212,128,107,230,28,16,0,1827
215060003,20,89,22,14,10,5,3,4,3,0,0,169
215060004,347,672,163,123,252,53,33,68,22,11,0,1749
215060005,89,71,71,62,36,32,9,39,0,3,0,418
215060006,209,455,111,194,138,91,12,59,17,3,0,1298
215060007,377,721,176,218,424,37,24,138,36,16,0,2167
215060008,174,395,145,97,176,62,21,115,16,10,0,1207
215060009,165,187,221,62,129,24,48,60,15,4,0,922
215060010,68,119,77,79,56,26,18,57,4,0,0,514
215070001,51,88,54,70,50,14,6,8,5,0,0,349
215080001,805,861,264,474,539,682,34,147,69,31,0,3912
215080002,711,404,681,3157,455,384,46,652,82,49,0,6616
215080003,2016,3302,393,159,860,436,33,164,88,40,0,7490
215080004,2034,5217,584,432,1213,466,27,283,125,54,0,10436
215080005,62,103,78,38,35,31,14,61,8,6,0,432
215090001,70,124,49,40,65,65,25,53,9,9,0,512
215090002,417,941,214,226,369,89,10,123,41,17,0,2436
215090003,103,84,31,89,46,93,6,52,5,6,0,508
215090004,89,270,86,24,56,72,9,33,5,3,0,649
215090005,246,1035,199,65,217,44,11,54,18,10,0,1900
215090006,915,1856,220,162,803,182,27,61,60,27,0,4309
215090007,86,279,48,41,44,12,0,28,8,3,0,553
215090008,500,390,87,76,414,9,11,16,23,9,0,1542
215100001,283,443,181,47,214,69,31,83,11,4,0,1378
215100002,52,56,27,16,31,15,3,11,4,0,0,219
215100003,44,152,66,12,67,24,11,27,8,0,0,414
215100004,396,863,327,407,414,76,66,120,41,23,0,2728
215100005,144,328,58,113,95,28,7,38,10,7,0,810
211281168,812,1488,157,165,592,151,23,85,50,23,0,3550
211281169,1503,2635,405,253,915,373,22,136,79,38,0,6360
211281170,528,624,140,121,266,157,18,59,17,10,0,1938
211281180,156,196,81,58,74,42,0,45,11,4,0,672
211281181,127,251,102,126,82,55,6,37,8,3,0,794
211281182,269,459,171,184,135,196,9,45,15,5,0,1492
211281183,74,162,41,55,41,12,3,26,4,4,0,422
211281184,203,230,41,209,94,26,0,25,13,6,0,844
211291142,75,125,88,40,41,32,13,14,0,0,0,418
211291143,99,184,95,121,52,79,9,30,18,3,0,695
211291144,54,72,51,51,30,70,10,37,7,3,0,373
211291145,173,495,127,196,90,65,6,51,18,8,0,1234
211301171,46,44,14,33,28,3,9,8,0,0,0,198
211301175,119,213,85,123,63,40,17,46,19,5,0,736
211301177,37,67,43,42,18,14,3,12,4,0,0,255
211301178,248,356,208,264,167,194,45,146,9,12,0,1662
211301179,311,468,124,211,218,139,21,41,22,13,0,1558
211341146,22,51,22,23,29,5,0,16,0,6,0,172
211341147,74,124,81,75,64,55,21,29,8,7,0,531
211341148,55,71,70,46,18,57,8,22,4,0,0,347
211341149,86,126,41,41,33,26,6,46,8,0,0,410
211341150,55,67,56,77,29,33,0,19,0,10,0,352
211341152,36,80,29,32,27,12,8,6,0,0,0,232
211341153,26,94,19,34,17,8,0,5,3,0,0,211
211341154,34,93,31,27,25,10,8,14,0,0,0,241
211341155,32,78,15,21,15,3,0,9,0,0,0,174
211341165,30,88,17,33,18,10,0,7,3,0,0,205
211341166,67,85,52,163,33,141,17,51,7,3,0,627
215110001,505,570,548,26,383,178,124,109,32,16,0,2489
215110002,719,1209,691,112,435,263,186,143,45,23,0,3827
215110003,232,237,145,8,97,31,51,111,14,3,0,931
215110004,469,459,225,144,292,93,245,184,22,19,0,2152
215110005,110,127,77,10,114,10,255,276,15,8,0,999
215110006,733,1351,425,95,404,156,118,269,54,24,0,3628
215110007,825,932,972,73,465,216,256,339,61,45,0,4185
215110008,456,416,412,55,341,138,200,193,23,18,0,2245
215110009,436,618,319,57,339,90,922,64,31,22,0,2889
215110010,196,171,79,12,298,157,168,70,17,6,0,1183
215110011,972,1120,581,83,821,398,305,204,56,29,0,4578
215110012,154,138,221,131,125,61,47,113,12,4,0,1009
215120001,887,1370,314,210,587,423,45,240,61,24,0,4172
215120002,354,397,209,215,175,258,24,96,15,8,0,1760
215120003,55,171,59,43,28,7,3,21,5,3,0,398
215120004,887,1548,342,288,463,373,32,323,39,26,0,4319
215120005,178,331,100,70,111,78,5,35,8,0,0,923
215120006,70,130,63,105,51,67,11,13,4,0,0,512
215120007,619,1189,203,209,405,165,9,44,36,28,0,2901
215120008,138,282,66,290,111,36,3,37,7,9,0,987
215120009,392,820,111,62,324,70,12,38,22,16,0,1864
215120010,669,1129,141,68,1021,184,38,95,50,34,0,3419
215130001,277,558,187,82,161,107,18,46,23,8,0,1460
215130002,63,173,49,117,68,50,3,28,9,11,0,568
215130003,236,731,80,189,220,87,7,44,23,11,0,1640
215130004,97,180,58,78,54,22,11,24,7,0,0,533
215130005,231,431,109,168,280,59,12,43,24,3,0,1364
215140001,206,533,45,302,187,22,3,75,9,12,0,1392
215140002,101,178,60,56,44,23,9,20,16,0,0,500
215140003,145,83,199,200,43,75,49,83,10,3,0,890
215140004,273,443,147,288,140,96,17,77,19,10,0,1512
215140005,163,139,171,156,78,211,25,63,11,9,0,1017
215140006,971,1656,141,105,524,150,34,50,45,20,0,3699
215140007,62,59,8,84,16,21,3,15,3,0,0,268
211351208,98,93,59,30,61,45,4,20,3,4,0,415
211351209,119,266,55,151,88,50,3,24,11,6,0,765
211351210,48,123,42,90,49,22,3,10,9,0,0,396
211352794,453,603,347,425,296,564,251,246,21,14,0,3225
211352795,246,552,118,200,234,255,9,49,20,8,0,1694
211361211,34,79,32,53,20,13,0,18,6,0,0,242
211361212,60,48,31,26,7,16,0,9,3,0,0,197
211361213,79,130,26,86,84,29,5,14,5,0,0,457
211361214,68,426,70,118,120,13,17,44,10,6,0,897
211361215,231,350,239,305,117,110,7,88,25,12,0,1489
211361216,82,269,66,118,50,37,7,37,3,4,0,679
211361217,76,144,87,249,89,92,0,72,11,4,0,818
211361218,848,1406,482,594,519,579,51,228,54,27,0,4788
211361219,118,319,69,81,65,49,6,34,7,3,0,751
211361220,164,234,111,80,74,113,9,26,6,8,0,836
211381221,79,83,52,51,35,151,16,46,5,0,0,518
211381222,223,280,127,148,140,172,3,61,16,14,0,1199
211381223,127,288,127,97,115,69,8,38,14,3,0,879
211381224,113,302,104,118,62,21,9,73,12,9,0,822
211381225,90,269,71,70,63,16,4,27,14,5,0,626
211382796,39,61,54,26,25,12,0,23,10,0,0,251
211382797,46,232,39,45,34,5,8,21,6,0,0,433
215150001,112,143,151,120,64,87,4,45,4,4,0,729
215150002,15,49,8,13,3,0,0,5,4,0,0,98
215150003,1139,2128,395,518,639,543,40,305,92,35,0,5833
215150004,24,48,20,22,4,5,0,8,5,0,0,137
215160001,59,214,30,35,40,62,6,44,7,0,0,497
215160002,140,286,114,98,84,83,3,69,9,4,0,900
215160003,189,157,132,155,76,206,11,65,9,10,0,1008
215160004,447,677,91,110,241,217,17,88,18,19,0,1929
215160005,97,172,52,45,79,47,3,28,5,4,0,533
215160006,24,56,13,10,9,4,0,0,0,0,0,122
215160007,284,277,208,200,107,230,9,74,16,11,0,1425
211391248,594,1118,217,64,559,109,42,48,41,18,0,2813
211391249,276,460,141,174,242,63,64,61,18,7,0,1513
211391250,174,272,96,142,119,45,26,49,11,0,0,933
211391251,135,166,163,100,95,153,18,83,5,12,0,935
211391252,462,594,124,87,255,155,156,50,29,7,0,1916
211391253,545,742,304,124,331,129,134,186,21,24,0,2544
211401131,46,42,15,64,16,8,0,10,0,4,0,207
211401226,130,277,87,131,60,76,9,37,12,5,0,811
211401227,122,309,208,103,82,65,10,29,15,7,0,941
211401258,45,200,27,33,27,8,4,15,0,3,0,359
211411240,215,290,121,118,76,87,13,49,6,3,0,972
211411241,387,642,153,131,219,201,18,78,14,9,0,1867
211411242,358,543,183,140,177,97,16,53,32,3,0,1598
211411243,820,1666,406,333,387,204,138,296,43,31,0,4334
211411244,110,296,69,48,79,32,24,53,4,8,0,728
211411245,615,1360,435,132,473,210,45,120,37,13,0,3446
211411246,85,205,71,64,45,40,12,19,4,5,0,552
211411247,61,62,38,59,23,26,12,21,3,3,0,300
211421228,346,3677,314,506,623,113,68,193,36,41,0,5911
211421229,257,410,125,176,114,51,3,28,8,13,0,1178
211421230,51,538,40,90,149,3,14,35,8,11,0,936
211421231,206,328,139,232,110,125,12,61,10,11,0,1241
211421232,188,222,141,185,62,80,11,62,12,6,0,968
211421233,196,494,139,133,130,94,16,47,13,9,0,1273
211421234,54,163,44,105,44,49,12,27,0,0,0,493
211421235,61,151,36,48,49,17,0,24,0,0,0,394
211421236,157,236,91,213,86,58,3,18,5,7,0,871
211421237,92,107,75,73,24,89,8,41,3,0,0,507
211421238,161,258,37,44,83,70,8,7,3,3,0,675
211421239,260,409,101,44,135,139,40,32,19,7,0,1181
211431259,62,214,44,98,48,15,0,16,7,3,0,513
211431260,13,79,42,13,26,6,11,12,0,0,0,213
211431261,155,261,110,127,110,136,244,61,6,3,0,1214
211431262,86,229,90,105,78,24,18,42,4,8,0,679
211431263,101,304,97,175,78,94,9,98,3,10,0,970
211431264,71,206,62,88,40,31,9,41,6,0,0,553
211451254,58,77,38,21,51,26,9,19,6,4,0,311
211451255,66,209,38,140,75,60,9,24,11,6,0,634
211451256,34,173,26,39,26,16,10,51,4,0,0,389
211451257,90,179,83,47,62,67,57,72,14,0,0,664
211451265,166,645,91,264,162,59,29,61,10,16,0,1497
211451266,82,209,114,114,50,26,5,55,11,4,0,670
215170001,124,108,197,97,92,71,10,18,0,5,0,726
215170002,507,1050,174,116,210,231,26,48,21,22,0,2397
215170003,1355,2439,317,117,479,278,32,87,69,25,0,5192
215170004,881,1091,194,71,413,293,15,57,29,24,0,3078
215170005,520,807,196,73,531,237,12,63,35,8,0,2484
215170006,514,966,129,13,284,188,6,18,35,8,0,2160
215170007,35,59,47,36,26,8,0,10,0,0,0,217
215170008,84,215,51,46,62,36,0,23,0,3,0,526
215170009,88,291,41,81,66,67,6,22,0,4,0,670
215170010,72,95,41,7,49,20,0,15,4,0,0,309
215170011,562,938,189,59,395,464,31,81,21,19,0,2760
215170012,99,176,28,48,57,9,0,8,5,5,0,425
215170013,190,266,140,151,68,259,73,109,0,9,0,1265
215170014,28,35,20,20,8,9,0,8,0,0,0,134
215170015,400,764,108,115,124,111,4,32,15,8,0,1684
215170016,74,235,69,70,59,76,5,17,10,3,0,611
215170017,253,374,81,46,140,37,10,18,8,4,0,980
215170018,36,76,18,36,19,8,9,5,3,3,0,214
215170019,239,368,223,212,98,74,9,69,19,10,0,1313
215170020,285,458,236,130,131,128,13,58,16,9,0,1458
215180001,115,156,73,68,86,42,3,19,12,3,0,578
215180002,169,1931,206,304,529,57,66,209,29,27,0,3523
215180003,420,588,136,152,533,66,15,68,41,18,0,2041
215180004,241,850,156,181,279,94,17,68,23,15,0,1923
215180005,276,433,117,258,280,185,18,58,28,12,0,1660
215180006,179,245,106,150,97,95,16,52,9,10,0,957
215180007,713,891,252,186,345,761,68,267,32,20,0,3536
215180008,265,400,159,53,205,100,47,105,18,8,0,1353
211460001,53,118,33,94,45,44,14,32,3,0,0,448
211462022,39,144,36,18,34,9,5,11,4,0,0,298
211462024,69,102,65,77,50,69,4,9,3,4,0,450
211462025,81,227,61,246,69,48,0,59,11,8,0,820
211462033,55,72,37,38,32,100,3,30,4,5,0,374
211471999,45,121,46,63,27,131,4,62,0,3,0,515
211472003,145,424,95,176,167,51,15,60,10,7,0,1151
211472004,160,408,100,155,201,81,19,45,18,7,0,1180
211472005,84,144,34,42,46,114,13,21,10,6,0,521
211472006,128,205,94,139,113,179,22,59,11,6,0,963
211472007,44,89,32,90,29,10,0,24,8,8,0,337
211472008,53,83,44,35,46,51,8,25,0,7,0,341
211482009,46,101,28,85,32,10,0,19,12,0,0,337
211482010,18,37,10,22,21,65,7,16,4,4,0,200
211482011,42,53,37,34,34,6,5,7,7,0,0,211
211482012,98,389,65,95,80,60,3,27,7,9,0,842
211482013,59,96,52,15,44,69,7,15,6,3,0,363
211482014,27,55,27,5,19,6,3,0,3,0,0,157
